FAT; DFW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1232.9; EUR; 70; 70; 75; 46.95; 4.70; B; B1; B1; NOP;
MSP; CLE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 189.8; EUR; 25; 15; 10; 24.02; 4.39; L; L1; L1; NOP;
MSP; DTW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 920.6; EUR; 70; 70; 75; 44.16; 4.42; B; B1; B1; NOP;
MSP; DTW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 110.5; EUR; 25; 15; 10; 57.41; 6.86; L; L1; L1; NOP;
MSP; DTW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 184.1; EUR; 25; 15; 10; 24.60; 4.49; L; L1; L1; NOP;
MSP; BOS; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1095.3; EUR; 70; 70; 75; 45.74; 4.57; B; B1; B1; NOP;
MSP; BOS; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 131.4; EUR; 25; 15; 10; 59.46; 7.11; L; L1; L1; NOP;
MSP; BOS; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 219.1; EUR; 25; 15; 10; 25.48; 4.65; L; L1; L1; NOP;
MSP; DFW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1197.9; EUR; 70; 70; 75; 168.92; 16.89; B; B1; B1; NOP;
MSP; DFW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 143.7; EUR; 25; 15; 10; 219.60; 26.25; L; L1; L1; NOP;
MSP; DFW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 239.6; EUR; 25; 15; 10; 94.11; 17.18; L; L1; L1; NOP;
MSP; FOE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1048.1; EUR; 70; 70; 75; 46.95; 4.70; B; B1; B1; NOP;
MSP; FOE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 125.8; EUR; 25; 15; 10; 61.04; 7.30; L; L1; L1; NOP;
MSP; FOE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 209.6; EUR; 25; 15; 10; 26.16; 4.78; L; L1; L1; NOP;
MSP; ORD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 857.8; EUR; 70; 70; 75; 52.19; 5.22; B; B1; B1; NOP;
MSP; ORD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 102.9; EUR; 25; 15; 10; 67.85; 8.11; L; L1; L1; NOP;
MSP; ORD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 171.6; EUR; 25; 15; 10; 29.08; 5.31; L; L1; L1; NOP;
MSP; DAY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1082.0; EUR; 70; 70; 75; 35.08; 3.51; B; B1; B1; NOP;
MSP; DAY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 129.8; EUR; 25; 15; 10; 45.61; 5.45; L; L1; L1; NOP;
MSP; DAY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 216.4; EUR; 25; 15; 10; 19.55; 3.57; L; L1; L1; NOP;
LAX; DFW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1417.5; EUR; 70; 70; 75; 56.73; 5.67; B; B1; B1; NOP;
LAX; DFW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 170.1; EUR; 25; 15; 10; 73.74; 8.81; L; L1; L1; NOP;
LAX; DFW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 283.5; EUR; 25; 15; 10; 31.60; 5.77; L; L1; L1; NOP;
LAX; MSP; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1371.5; EUR; 70; 70; 75; 56.73; 5.67; B; B1; B1; NOP;
LAX; MSP; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 164.6; EUR; 25; 15; 10; 73.74; 8.81; L; L1; L1; NOP;
LAX; MSP; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 274.3; EUR; 25; 15; 10; 31.60; 5.77; L; L1; L1; NOP;
LAX; TPA; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1515.5; EUR; 70; 70; 75; 8.15; 0.82; B; B1; B1; NOP;
LAX; TPA; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 181.9; EUR; 25; 15; 10; 10.59; 1.27; L; L1; L1; NOP;
LAX; TPA; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 303.1; EUR; 25; 15; 10; 4.54; 0.83; L; L1; L1; NOP;
LAX; STL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1270.5; EUR; 70; 70; 75; 8.71; 0.87; B; B1; B1; NOP;
LAX; STL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 152.5; EUR; 25; 15; 10; 11.32; 1.35; L; L1; L1; NOP;
LAX; STL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 254.1; EUR; 25; 15; 10; 4.85; 0.89; L; L1; L1; NOP;
LAX; ORF; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1580.4; EUR; 70; 70; 75; 8.91; 0.89; B; B1; B1; NOP;
LAX; ORF; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 189.6; EUR; 25; 15; 10; 11.59; 1.38; L; L1; L1; NOP;
LAX; ORF; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 316.1; EUR; 25; 15; 10; 4.97; 0.91; L; L1; L1; NOP;
LAX; CVG; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1593.6; EUR; 70; 70; 75; 8.45; 0.85; B; B1; B1; NOP;
LAX; CVG; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 191.2; EUR; 25; 15; 10; 10.99; 1.31; L; L1; L1; NOP;
LAX; CVG; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 318.7; EUR; 25; 15; 10; 4.71; 0.86; L; L1; L1; NOP;
LAX; MSY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1255.6; EUR; 70; 70; 75; 6.40; 0.64; B; B1; B1; NOP;
LAX; MSY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 150.7; EUR; 25; 15; 10; 8.32; 0.99; L; L1; L1; NOP;
LAX; MSY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 251.1; EUR; 25; 15; 10; 3.57; 0.65; L; L1; L1; NOP;
LAX; ATL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1622.8; EUR; 70; 70; 75; 6.90; 0.69; B; B1; B1; NOP;
LAX; ATL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 194.7; EUR; 25; 15; 10; 8.97; 1.07; L; L1; L1; NOP;
LAX; ATL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 324.5; EUR; 25; 15; 10; 3.84; 0.70; L; L1; L1; NOP;
LAX; PHL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1630.6; EUR; 70; 70; 75; 10.53; 1.05; B; B1; B1; NOP;
LAX; PHL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 195.7; EUR; 25; 15; 10; 13.69; 1.64; L; L1; L1; NOP;
LAX; PHL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 326.1; EUR; 25; 15; 10; 5.87; 1.07; L; L1; L1; NOP;
LAX; PIT; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1560.9; EUR; 70; 70; 75; 9.19; 0.92; B; B1; B1; NOP;
LAX; PIT; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 187.3; EUR; 25; 15; 10; 11.95; 1.43; L; L1; L1; NOP;
LAX; PIT; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 312.2; EUR; 25; 15; 10; 5.12; 0.93; L; L1; L1; NOP;
LAX; IAD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1535.6; EUR; 70; 70; 75; 10.16; 1.02; B; B1; B1; NOP;
LAX; IAD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 184.3; EUR; 25; 15; 10; 13.20; 1.58; L; L1; L1; NOP;
LAX; IAD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 307.1; EUR; 25; 15; 10; 5.66; 1.03; L; L1; L1; NOP;
LAX; CMI; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1694.6; EUR; 70; 70; 75; 9.38; 0.94; B; B1; B1; NOP;
LAX; CMI; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 203.4; EUR; 25; 15; 10; 12.20; 1.46; L; L1; L1; NOP;
LAX; CMI; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 338.9; EUR; 25; 15; 10; 5.23; 0.95; L; L1; L1; NOP;
LAX; UIN; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1570.1; EUR; 70; 70; 75; 11.89; 1.19; B; B1; B1; NOP;
LAX; UIN; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 188.4; EUR; 25; 15; 10; 15.46; 1.85; L; L1; L1; NOP;
LAX; UIN; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 314.0; EUR; 25; 15; 10; 6.62; 1.21; L; L1; L1; NOP;
LAX; MKE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1362.1; EUR; 70; 70; 75; 9.11; 0.91; B; B1; B1; NOP;
LAX; MKE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 163.5; EUR; 25; 15; 10; 11.85; 1.42; L; L1; L1; NOP;
LAX; MKE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 272.4; EUR; 25; 15; 10; 5.08; 0.93; L; L1; L1; NOP;
LAX; BTV; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1814.6; EUR; 70; 70; 75; 7.77; 0.78; B; B1; B1; NOP;
LAX; BTV; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 217.8; EUR; 25; 15; 10; 10.10; 1.21; L; L1; L1; NOP;
LAX; BTV; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 362.9; EUR; 25; 15; 10; 4.33; 0.79; L; L1; L1; NOP;
LAX; EWR; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1900.5; EUR; 70; 70; 75; 11.40; 1.14; B; B1; B1; NOP;
LAX; EWR; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 228.1; EUR; 25; 15; 10; 14.83; 1.77; L; L1; L1; NOP;
LAX; EWR; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 380.1; EUR; 25; 15; 10; 6.35; 1.16; L; L1; L1; NOP;
LAX; CLE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1427.6; EUR; 70; 70; 75; 9.04; 0.90; B; B1; B1; NOP;
LAX; CLE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 171.3; EUR; 25; 15; 10; 11.75; 1.40; L; L1; L1; NOP;
LAX; CLE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 285.5; EUR; 25; 15; 10; 5.04; 0.92; L; L1; L1; NOP;
LAX; DTW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1421.1; EUR; 70; 70; 75; 9.26; 0.93; B; B1; B1; NOP;
LAX; DTW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 170.5; EUR; 25; 15; 10; 12.03; 1.44; L; L1; L1; NOP;
LAX; DTW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 284.2; EUR; 25; 15; 10; 5.16; 0.94; L; L1; L1; NOP;
LAX; BOS; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1939.5; EUR; 70; 70; 75; 9.59; 0.96; B; B1; B1; NOP;
LAX; BOS; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 232.7; EUR; 25; 15; 10; 12.46; 1.49; L; L1; L1; NOP;
LAX; BOS; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 387.9; EUR; 25; 15; 10; 5.34; 0.97; L; L1; L1; NOP;
LAX; ORD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1351.0; EUR; 70; 70; 75; 10.95; 1.10; B; B1; B1; NOP;
LAX; ORD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 162.1; EUR; 25; 15; 10; 14.23; 1.70; L; L1; L1; NOP;
LAX; ORD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 270.2; EUR; 25; 15; 10; 6.10; 1.11; L; L1; L1; NOP;
LAX; DAY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1619.8; EUR; 70; 70; 75; 7.36; 0.74; B; B1; B1; NOP;
LAX; DAY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 194.4; EUR; 25; 15; 10; 9.56; 1.14; L; L1; L1; NOP;
LAX; DAY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 324.0; EUR; 25; 15; 10; 4.10; 0.75; L; L1; L1; NOP;
LAX; FOE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1430.6; EUR; 70; 70; 75; 9.84; 0.98; B; B1; B1; NOP;
LAX; FOE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 171.7; EUR; 25; 15; 10; 12.80; 1.53; L; L1; L1; NOP;
LAX; FOE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 286.1; EUR; 25; 15; 10; 5.48; 1.00; L; L1; L1; NOP;
PHX; DFW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1083.8; EUR; 70; 70; 75; 42.50; 4.25; B; B1; B1; NOP;
PHX; DFW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 130.1; EUR; 25; 15; 10; 55.25; 6.60; L; L1; L1; NOP;
PHX; DFW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 216.8; EUR; 25; 15; 10; 23.68; 4.32; L; L1; L1; NOP;
PHX; MSP; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1200.6; EUR; 70; 70; 75; 42.50; 4.25; B; B1; B1; NOP;
PHX; MSP; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 144.1; EUR; 25; 15; 10; 55.25; 6.60; L; L1; L1; NOP;
PHX; MSP; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 240.1; EUR; 25; 15; 10; 23.68; 4.32; L; L1; L1; NOP;
PHX; TPA; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1597.3; EUR; 70; 70; 75; 6.10; 0.61; B; B1; B1; NOP;
PHX; TPA; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 191.7; EUR; 25; 15; 10; 7.94; 0.95; L; L1; L1; NOP;
PHX; TPA; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 319.5; EUR; 25; 15; 10; 3.40; 0.62; L; L1; L1; NOP;
PHX; STL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1141.4; EUR; 70; 70; 75; 6.52; 0.65; B; B1; B1; NOP;
PHX; STL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 137.0; EUR; 25; 15; 10; 8.48; 1.01; L; L1; L1; NOP;
PHX; STL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 228.3; EUR; 25; 15; 10; 3.64; 0.66; L; L1; L1; NOP;
PHX; ORF; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1714.0; EUR; 70; 70; 75; 6.67; 0.67; B; B1; B1; NOP;
PHX; ORF; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 205.7; EUR; 25; 15; 10; 8.67; 1.04; L; L1; L1; NOP;
PHX; ORF; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 342.8; EUR; 25; 15; 10; 3.72; 0.68; L; L1; L1; NOP;
PHX; CVG; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1239.5; EUR; 70; 70; 75; 6.34; 0.63; B; B1; B1; NOP;
PHX; CVG; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 148.7; EUR; 25; 15; 10; 8.24; 0.98; L; L1; L1; NOP;
PHX; CVG; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 247.9; EUR; 25; 15; 10; 3.53; 0.64; L; L1; L1; NOP;
PHX; MSY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1432.0; EUR; 70; 70; 75; 4.80; 0.48; B; B1; B1; NOP;
PHX; MSY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 171.8; EUR; 25; 15; 10; 6.24; 0.75; L; L1; L1; NOP;
PHX; MSY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 286.4; EUR; 25; 15; 10; 2.67; 0.49; L; L1; L1; NOP;
PHX; ATL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1233.9; EUR; 70; 70; 75; 5.17; 0.52; B; B1; B1; NOP;
PHX; ATL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 148.1; EUR; 25; 15; 10; 6.71; 0.80; L; L1; L1; NOP;
PHX; ATL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 246.8; EUR; 25; 15; 10; 2.88; 0.53; L; L1; L1; NOP;
PHX; PHL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1550.9; EUR; 70; 70; 75; 7.89; 0.79; B; B1; B1; NOP;
PHX; PHL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 186.1; EUR; 25; 15; 10; 10.26; 1.23; L; L1; L1; NOP;
PHX; PHL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 310.2; EUR; 25; 15; 10; 4.39; 0.80; L; L1; L1; NOP;
PHX; PIT; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1599.6; EUR; 70; 70; 75; 6.88; 0.69; B; B1; B1; NOP;
PHX; PIT; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 192.0; EUR; 25; 15; 10; 8.95; 1.07; L; L1; L1; NOP;
PHX; PIT; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 319.9; EUR; 25; 15; 10; 3.84; 0.70; L; L1; L1; NOP;
PHX; IAD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1533.9; EUR; 70; 70; 75; 7.61; 0.76; B; B1; B1; NOP;
PHX; IAD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 184.1; EUR; 25; 15; 10; 9.90; 1.18; L; L1; L1; NOP;
PHX; IAD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 306.8; EUR; 25; 15; 10; 4.24; 0.77; L; L1; L1; NOP;
PHX; CMI; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1231.5; EUR; 70; 70; 75; 7.03; 0.70; B; B1; B1; NOP;
PHX; CMI; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 147.8; EUR; 25; 15; 10; 9.14; 1.09; L; L1; L1; NOP;
PHX; CMI; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 246.3; EUR; 25; 15; 10; 3.92; 0.72; L; L1; L1; NOP;
PHX; UIN; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1225.8; EUR; 70; 70; 75; 8.91; 0.89; B; B1; B1; NOP;
PHX; UIN; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 147.1; EUR; 25; 15; 10; 11.59; 1.38; L; L1; L1; NOP;
PHX; UIN; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 245.2; EUR; 25; 15; 10; 4.97; 0.91; L; L1; L1; NOP;
PHX; MKE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1230.8; EUR; 70; 70; 75; 6.82; 0.68; B; B1; B1; NOP;
PHX; MKE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 147.7; EUR; 25; 15; 10; 8.87; 1.06; L; L1; L1; NOP;
PHX; MKE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 246.2; EUR; 25; 15; 10; 3.80; 0.69; L; L1; L1; NOP;
PHX; BTV; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1506.3; EUR; 70; 70; 75; 5.82; 0.58; B; B1; B1; NOP;
PHX; BTV; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 180.8; EUR; 25; 15; 10; 7.57; 0.90; L; L1; L1; NOP;
PHX; BTV; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 301.3; EUR; 25; 15; 10; 3.24; 0.59; L; L1; L1; NOP;
PHX; EWR; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1607.5; EUR; 70; 70; 75; 8.54; 0.85; B; B1; B1; NOP;
PHX; EWR; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 192.9; EUR; 25; 15; 10; 11.11; 1.33; L; L1; L1; NOP;
PHX; EWR; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 321.5; EUR; 25; 15; 10; 4.76; 0.87; L; L1; L1; NOP;
PHX; CLE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1387.1; EUR; 70; 70; 75; 6.77; 0.68; B; B1; B1; NOP;
PHX; CLE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 166.5; EUR; 25; 15; 10; 8.81; 1.05; L; L1; L1; NOP;
PHX; CLE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 277.4; EUR; 25; 15; 10; 3.77; 0.69; L; L1; L1; NOP;
PHX; DTW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1474.6; EUR; 70; 70; 75; 6.94; 0.69; B; B1; B1; NOP;
PHX; DTW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 177.0; EUR; 25; 15; 10; 9.02; 1.08; L; L1; L1; NOP;
PHX; DTW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 294.9; EUR; 25; 15; 10; 3.86; 0.71; L; L1; L1; NOP;
PHX; BOS; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1845.0; EUR; 70; 70; 75; 7.18; 0.72; B; B1; B1; NOP;
PHX; BOS; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 221.4; EUR; 25; 15; 10; 9.34; 1.12; L; L1; L1; NOP;
PHX; BOS; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 369.0; EUR; 25; 15; 10; 4.00; 0.73; L; L1; L1; NOP;
PHX; ORD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1273.5; EUR; 70; 70; 75; 8.20; 0.82; B; B1; B1; NOP;
PHX; ORD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 152.8; EUR; 25; 15; 10; 10.66; 1.27; L; L1; L1; NOP;
PHX; ORD; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 254.7; EUR; 25; 15; 10; 4.57; 0.83; L; L1; L1; NOP;
PHX; DAY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1486.5; EUR; 70; 70; 75; 5.51; 0.55; B; B1; B1; NOP;
PHX; DAY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 178.4; EUR; 25; 15; 10; 7.16; 0.86; L; L1; L1; NOP;
PHX; DAY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 297.3; EUR; 25; 15; 10; 3.07; 0.56; L; L1; L1; NOP;
PHX; FOE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1232.0; EUR; 70; 70; 75; 7.38; 0.74; B; B1; B1; NOP;
PHX; FOE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 147.8; EUR; 25; 15; 10; 9.60; 1.15; L; L1; L1; NOP;
PHX; FOE; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 246.4; EUR; 25; 15; 10; 4.11; 0.75; L; L1; L1; NOP;
BUR; DFW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1322.1; EUR; 70; 70; 75; 52.19; 5.22; B; B1; B1; NOP;
BUR; DFW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 158.7; EUR; 25; 15; 10; 67.85; 8.11; L; L1; L1; NOP;
BUR; DFW; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 264.4; EUR; 25; 15; 10; 29.08; 5.31; L; L1; L1; NOP;
BUR; MSP; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1291.0; EUR; 70; 70; 75; 52.19; 5.22; B; B1; B1; NOP;
BUR; MSP; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 154.9; EUR; 25; 15; 10; 67.85; 8.11; L; L1; L1; NOP;
BUR; MSP; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 258.2; EUR; 25; 15; 10; 29.08; 5.31; L; L1; L1; NOP;
BUR; TPA; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1505.9; EUR; 70; 70; 75; 7.49; 0.75; B; B1; B1; NOP;
BUR; TPA; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 180.7; EUR; 25; 15; 10; 9.74; 1.16; L; L1; L1; NOP;
BUR; TPA; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 301.2; EUR; 25; 15; 10; 4.17; 0.76; L; L1; L1; NOP;
BUR; STL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1240.8; EUR; 70; 70; 75; 8.01; 0.80; B; B1; B1; NOP;
BUR; STL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 148.9; EUR; 25; 15; 10; 10.42; 1.24; L; L1; L1; NOP;
BUR; STL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 248.2; EUR; 25; 15; 10; 4.46; 0.82; L; L1; L1; NOP;
BUR; ORF; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1711.0; EUR; 70; 70; 75; 8.20; 0.82; B; B1; B1; NOP;
BUR; ORF; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 205.3; EUR; 25; 15; 10; 10.66; 1.27; L; L1; L1; NOP;
BUR; ORF; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 342.2; EUR; 25; 15; 10; 4.57; 0.83; L; L1; L1; NOP;
BUR; CVG; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1310.0; EUR; 70; 70; 75; 7.78; 0.78; B; B1; B1; NOP;
BUR; CVG; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 157.2; EUR; 25; 15; 10; 10.11; 1.21; L; L1; L1; NOP;
BUR; CVG; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 262.0; EUR; 25; 15; 10; 4.33; 0.79; L; L1; L1; NOP;
BUR; MSY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1293.0; EUR; 70; 70; 75; 5.89; 0.59; B; B1; B1; NOP;
BUR; MSY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 155.2; EUR; 25; 15; 10; 7.66; 0.92; L; L1; L1; NOP;
BUR; MSY; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 258.6; EUR; 25; 15; 10; 3.28; 0.60; L; L1; L1; NOP;
BUR; ATL; 2009-01-01; 2009-06-30; 1000000; 00:00; 23:59; 1619.8; EUR; 70; 70; 75; 6.34; 0.63; B; B1; B1; NOP;
